ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_947344355.1_NCYC1408,Saccharomyces cerevisiae,NCYC1408,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FACE05F6
GCA_947343875.1_NCYC1409,Saccharomyces cerevisiae,NCYC1409,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F962E59F
GCA_947343185.1_NCYC1410,Saccharomyces cerevisiae,NCYC1410,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9C6F853
GCA_947344295.1_NCYC1413,Saccharomyces cerevisiae,NCYC1413,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F87C8453
GCA_947343375.1_NCYC1414,Saccharomyces cerevisiae,NCYC1414,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3C41C08
GCA_947344425.1_NCYC1415,Saccharomyces cerevisiae,NCYC1415,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F65AC00D
GCA_947344205.1_NCYC1444,Saccharomyces cerevisiae,NCYC1444,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1724BCB
GCA_947343345.1_NCYC1529,Saccharomyces cerevisiae,NCYC1529,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2A7EF22
GCA_947344715.1_NCYC1603,Saccharomyces cerevisiae,NCYC1603,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F24CF2B1
GCA_947344795.1_NCYC1681,Saccharomyces cerevisiae,NCYC1681,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4F99B7F
GCA_947343285.1_NCYC1765,Saccharomyces cerevisiae,NCYC1765,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA99E966
GCA_947344525.1_NCYC232,Saccharomyces cerevisiae,NCYC232,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F152D222
GCA_947343765.1_NCYC235,Saccharomyces cerevisiae,NCYC235,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC67FAEC
GCA_947345285.1_NCYC236,Saccharomyces cerevisiae,NCYC236,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB3BF071
GCA_947344375.1_NCYC2397,Saccharomyces cerevisiae,NCYC2397,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCACB0B9
GCA_947344155.1_NCYC2401,Saccharomyces cerevisiae,NCYC2401,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDBFB5C9
GCA_947343455.1_NCYC2402,Saccharomyces cerevisiae,NCYC2402,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8F06150
GCA_947344035.1_NCYC241,Saccharomyces cerevisiae,NCYC241,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F318C3CA
GCA_947344075.1_NCYC2517,Saccharomyces cerevisiae,NCYC2517,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3B37365
GCA_947344025.1_NCYC2587,Saccharomyces cerevisiae,NCYC2587,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FFE21641
GCA_947344745.1_NCYC2592,Saccharomyces cerevisiae,NCYC2592,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2467314
GCA_947344225.1_NCYC2695,Saccharomyces cerevisiae,NCYC2695,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE5AE177
GCA_947344755.1_NCYC2733,Saccharomyces cerevisiae,NCYC2733,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F0DCC467
GCA_947344275.1_NCYC2737,Saccharomyces cerevisiae,NCYC2737,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC77CF46
GCA_947345255.1_NCYC2776,Saccharomyces cerevisiae,NCYC2776,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F20F41AC
GCA_947343425.1_NCYC2777,Saccharomyces cerevisiae,NCYC2777,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE8D0AF7
GCA_947343595.1_NCYC2778,Saccharomyces cerevisiae,NCYC2778,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE5206A4
GCA_947343295.1_NCYC2779,Saccharomyces cerevisiae,NCYC2779,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE713BA3
GCA_947345225.1_NCYC2780,Saccharomyces cerevisiae,NCYC2780,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4B3287A
GCA_947343555.1_NCYC2798,Saccharomyces cerevisiae,NCYC2798,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE37802B
GCA_947343275.1_NCYC2855,Saccharomyces cerevisiae,NCYC2855,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDD0EE5B
GCA_947343925.1_NCYC2945,Saccharomyces cerevisiae,NCYC2945,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6AA1BC1
GCA_947344545.1_NCYC2947,Saccharomyces cerevisiae,NCYC2947,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F21D945A
GCA_947343135.1_NCYC2967,Saccharomyces cerevisiae,NCYC2967,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FACBB287
GCA_947343655.1_NCYC2974,Saccharomyces cerevisiae,NCYC2974,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC566BAC
GCA_947343105.1_NCYC3025,Saccharomyces cerevisiae,NCYC3025,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6BA1631
GCA_947344325.1_NCYC3026,Saccharomyces cerevisiae,NCYC3026,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F09B690C
GCA_947343265.1_NCYC3028,Saccharomyces cerevisiae,NCYC3028,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8AA9FBA
GCA_947343545.1_NCYC3030,Saccharomyces cerevisiae,NCYC3030,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F964F23D
GCA_947343585.1_NCYC3031,Saccharomyces cerevisiae,NCYC3031,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FFA5B1EF
GCA_947343665.1_NCYC3032,Saccharomyces cerevisiae,NCYC3032,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F887BC3A
GCA_947345245.1_NCYC3033,Saccharomyces cerevisiae,NCYC3033,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCA28A2C
GCA_947343505.1_NCYC3035,Saccharomyces cerevisiae,NCYC3035,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FED8F2AA
GCA_947343565.1_NCYC3036,Saccharomyces cerevisiae,NCYC3036,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAE37D2B
GCA_947344855.1_NCYC3037,Saccharomyces cerevisiae,NCYC3037,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC3BA643
GCA_947343725.1_NCYC3038,Saccharomyces cerevisiae,NCYC3038,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8F7C529
GCA_947343225.1_NCYC3039,Saccharomyces cerevisiae,NCYC3039,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9E038C3
GCA_947343415.1_NCYC3051,Saccharomyces cerevisiae,NCYC3051,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC80FE1D
GCA_947343485.1_NCYC3052,Saccharomyces cerevisiae,NCYC3052,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F22C8AF5
GCA_947343515.1_NCYC3076,Saccharomyces cerevisiae,NCYC3076,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCC5CA48
GCA_947343865.1_NCYC3077,Saccharomyces cerevisiae,NCYC3077,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB817228
GCA_947345295.1_NCYC3114,Saccharomyces cerevisiae,NCYC3114,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD7AD7B7
GCA_947343095.1_NCYC3121,Saccharomyces cerevisiae,NCYC3121,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA1B4FA5
GCA_947343685.1_NCYC3122,Saccharomyces cerevisiae,NCYC3122,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F805A7AE
GCA_947343735.1_NCYC3123,Saccharomyces cerevisiae,NCYC3123,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F61F2769
GCA_947343645.1_NCYC3124,Saccharomyces cerevisiae,NCYC3124,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F247FB64
GCA_947343715.1_NCYC3125,Saccharomyces cerevisiae,NCYC3125,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6475BC2
GCA_947345315.1_NCYC3126,Saccharomyces cerevisiae,NCYC3126,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAF25D4A
GCA_947343235.1_NCYC3127,Saccharomyces cerevisiae,NCYC3127,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F56A5D47
GCA_947344555.1_NCYC3265,Saccharomyces cerevisiae,NCYC3265,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9C56092
GCA_947345115.1_NCYC3311,Saccharomyces cerevisiae,NCYC3311,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD24EAAB
GCA_947344165.1_NCYC3313,Saccharomyces cerevisiae,NCYC3313,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAE5BCA7
GCA_947344465.1_NCYC3314,Saccharomyces cerevisiae,NCYC3314,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1930A44
GCA_947344585.1_NCYC3315,Saccharomyces cerevisiae,NCYC3315,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7D2685C
GCA_947344765.1_NCYC3318,Saccharomyces cerevisiae,NCYC3318,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F390C31E
GCA_947345195.1_NCYC3319,Saccharomyces cerevisiae,NCYC3319,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB5173A1
GCA_947343475.1_NCYC3324,Saccharomyces cerevisiae,NCYC3324,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7083436
GCA_947344845.1_NCYC3325,Saccharomyces cerevisiae,NCYC3325,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB0BC361
GCA_947343755.1_NCYC3326,Saccharomyces cerevisiae,NCYC3326,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA766DA1
GCA_947343205.1_NCYC3331,Saccharomyces cerevisiae,NCYC3331,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2E11C18
GCA_947343145.1_NCYC3333,Saccharomyces cerevisiae,NCYC3333,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F370DB5D
GCA_947344885.1_NCYC3334,Saccharomyces cerevisiae,NCYC3334,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAD32F2F
GCA_947344875.1_NCYC3338,Saccharomyces cerevisiae,NCYC3338,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F275A0B2
GCA_947343045.1_NCYC3339,Saccharomyces cerevisiae,NCYC3339,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3B886EF
GCA_947345075.1_NCYC3340,Saccharomyces cerevisiae,NCYC3340,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE6B45A5
GCA_947344575.1_NCYC3341,Saccharomyces cerevisiae,NCYC3341,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1931A9B
GCA_947345305.1_NCYC3342,Saccharomyces cerevisiae,NCYC3342,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F34E0183
GCA_947343985.1_NCYC3343,Saccharomyces cerevisiae,NCYC3343,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA63C9CA
GCA_947345015.1_NCYC3403,Saccharomyces cerevisiae,NCYC3403,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAEDE8E6
GCA_947344725.1_NCYC3406,Saccharomyces cerevisiae,NCYC3406,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB7B6C75
GCA_947343905.1_NCYC3445,Saccharomyces cerevisiae,NCYC3445,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA429C00
GCA_947344705.1_NCYC3447,Saccharomyces cerevisiae,NCYC3447,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F71E41C2
GCA_947343835.1_NCYC3448,Saccharomyces cerevisiae,NCYC3448,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5C405D1
GCA_947343995.1_NCYC3449,Saccharomyces cerevisiae,NCYC3449,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8F077DC
GCA_947344245.1_NCYC3455,Saccharomyces cerevisiae,NCYC3455,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F55B81D0
GCA_947344505.1_NCYC3456,Saccharomyces cerevisiae,NCYC3456,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F658ED60
GCA_947343115.1_NCYC3457,Saccharomyces cerevisiae,NCYC3457,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F015C238
GCA_947344595.1_NCYC3458,Saccharomyces cerevisiae,NCYC3458,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBD96F0E
GCA_947344485.1_NCYC3460,Saccharomyces cerevisiae,NCYC3460,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8470429
GCA_947344515.1_NCYC3461,Saccharomyces cerevisiae,NCYC3461,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA043D5F
GCA_947343125.1_NCYC3462,Saccharomyces cerevisiae,NCYC3462,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8B1B360
GCA_947344255.1_NCYC3464,Saccharomyces cerevisiae,NCYC3464,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F724388A
GCA_947343245.1_NCYC3465,Saccharomyces cerevisiae,NCYC3465,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD0E20DC
GCA_947343935.1_NCYC3467,Saccharomyces cerevisiae,NCYC3467,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB87CB93
GCA_947344395.1_NCYC3470,Saccharomyces cerevisiae,NCYC3470,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F376A1DB
GCA_947344935.1_NCYC3472,Saccharomyces cerevisiae,NCYC3472,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F59CD149
GCA_947343315.1_NCYC3486,Saccharomyces cerevisiae,NCYC3486,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F17F882C
GCA_947343215.1_NCYC3487,Saccharomyces cerevisiae,NCYC3487,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB9C07B6
GCA_947345095.1_NCYC3493,Saccharomyces cerevisiae,NCYC3493,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1BFA5AE
GCA_947343065.1_NCYC3497,Saccharomyces cerevisiae,NCYC3497,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBEB7123
GCA_947345155.1_NCYC3498,Saccharomyces cerevisiae,NCYC3498,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5F3DF2E
GCA_947343705.1_NCYC3499,Saccharomyces cerevisiae,NCYC3499,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F78B1B50
GCA_947345055.1_NCYC3510,Saccharomyces cerevisiae,NCYC3510,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4E540C1
GCA_947344305.1_NCYC3511,Saccharomyces cerevisiae,NCYC3511,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDBEE0D3
GCA_947345065.1_NCYC3513,Saccharomyces cerevisiae,NCYC3513,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6742B93
GCA_947343695.1_NCYC3514,Saccharomyces cerevisiae,NCYC3514,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB0BF1B3
GCA_947345275.1_NCYC3515,Saccharomyces cerevisiae,NCYC3515,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F02A4663
GCA_947343435.1_NCYC3516,Saccharomyces cerevisiae,NCYC3516,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE1C24DE
GCA_947344675.1_NCYC3521,Saccharomyces cerevisiae,NCYC3521,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3F5F28A
GCA_947344315.1_NCYC3522,Saccharomyces cerevisiae,NCYC3522,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FF47A270
GCA_947344175.1_NCYC3523,Saccharomyces cerevisiae,NCYC3523,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6BE31B7
GCA_947343895.1_NCYC3528,Saccharomyces cerevisiae,NCYC3528,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F35C90C6
