ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_000365085.1_Saccharomyces_cerevisiae_M3837_v1.0,Saccharomyces cerevisiae M3837,M3837,PRJNA174690,1162672,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4D5B46B
GCA_000365105.1_Saccharomyces_cerevisiae_M3838_v1.0,Saccharomyces cerevisiae M3838,M3838,PRJNA174691,1162673,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBFA2C38
GCA_000365125.1_Saccharomyces_cerevisiae_M3839_v1.0,Saccharomyces cerevisiae M3839,M3839,PRJNA174692,1162674,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAA7690F
GCA_000756245.1_ASM75624v1,Saccharomyces cerevisiae M5,M5,PRJNA255314,1337645,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3675878
GCA_025503195.1_ASM2550319v1,Saccharomyces cerevisiae,M7015,PRJNA833221,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC9A08DA
GCA_004014915.1_ASM401491v1,Saccharomyces cerevisiae,Makgeolli,PRJNA421034,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F70A1450
GCA_001671655.1_ASM167165v1,Saccharomyces cerevisiae,MARARsf_A10,PRJNA247448,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FFEFAB27
GCA_017870085.1_ASM1787008v1,Saccharomyces cerevisiae,MAUF1,PRJNA680387,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7CC400A
GCA_017869985.1_ASM1786998v1,Saccharomyces cerevisiae,MAUF2,PRJNA680387,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6B5E8FF
GCA_017869965.1_ASM1786996v1,Saccharomyces cerevisiae,MAUN3,PRJNA680387,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9E6BEE1
GCA_017869795.1_ASM1786979v1,Saccharomyces cerevisiae,MAUN4,PRJNA680387,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCB5BEBF
GCA_017871025.1_ASM1787102v1,Saccharomyces cerevisiae,MAUN5,PRJNA680387,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F384BDCA
GCA_041294695.1_ASM4129469v1,Saccharomyces cerevisiae,MBY1649,PRJNA1063021,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F21868ED
GCA_900178125.1_BH_Souche796_V1,Saccharomyces cerevisiae,MCN1500_10C,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FED888CC
GCA_900178115.1_BB_Souche838_V1,Saccharomyces cerevisiae,MCN1500_3B,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F09BBBDF
GCA_900178105.1_BA_Souche789_V1,Saccharomyces cerevisiae,MCN1500_3C,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9948B8B
GCA_040938615.1_ASM4093861v1,Saccharomyces cerevisiae,MEC4006,PRJNA607328,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3158E6D
GCA_039905835.1_ASM3990583v1,Saccharomyces cerevisiae,missng,PRJNA607328,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2D4E4CE
GCA_900178295.1_EG_SoucheMTF1798_V1,Saccharomyces cerevisiae,MJ73,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3533E68
GCA_003271085.1_ASM327108v1,Saccharomyces cerevisiae,MJQ3.1,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6C0DFC4
GCA_003276205.1_ASM327620v1,Saccharomyces cerevisiae,MLAF.1,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F492EF66
GCA_051107375.1_ASM5110737v1,Saccharomyces cerevisiae,MRD-KRBAY,PRJNA1209339,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F714CA44
GCA_001584535.1_ASM158453v1,Saccharomyces cerevisiae,MT1,PRJNA261871,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F901F56F
GCA_900099265.1_F25,Saccharomyces cerevisiae,MTF1784,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5212733
GCA_900099285.1_K1-280-2B,Saccharomyces cerevisiae,MTF1832,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F50C74B0
GCA_900099345.1_D47-60-3B,Saccharomyces cerevisiae,MTF1833,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5C3B362
GCA_900099235.1_L1414,Saccharomyces cerevisiae,MTF2113,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2B8B530
GCA_900099165.1_FS2D,Saccharomyces cerevisiae,MTF2114,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F0EF928F
GCA_900099355.1_1014-F5,Saccharomyces cerevisiae,MTF2119,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F86E2E61
GCA_900099155.1_7-7,Saccharomyces cerevisiae,MTF2265,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1B98721
GCA_900099375.1_GE7-4A,Saccharomyces cerevisiae,MTF2281,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F28BD811
GCA_900099395.1_F12-3B,Saccharomyces cerevisiae,MTF2288,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F91912F1
GCA_900099425.1_GUF54-A1,Saccharomyces cerevisiae,MTF2291,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA28D49F
GCA_900099305.1_P3-D5,Saccharomyces cerevisiae,MTF2292,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F851869C
GCA_900099225.1_TA12-2,Saccharomyces cerevisiae,MTF2293,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE71A5A2
GCA_900099445.1_6320-A7,Saccharomyces cerevisiae,MTF2295,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8E7AF07
GCA_900099195.1_20B2,Saccharomyces cerevisiae,MTF2395,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F99EE9D3
GCA_900099275.1_22A4,Saccharomyces cerevisiae,MTF2396,PRJEB6529,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5E67076
GCA_003271045.1_ASM327104v1,Saccharomyces cerevisiae,MTJZ1,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA100F5C
GCA_003270595.1_ASM327059v1,Saccharomyces cerevisiae,MTJZ2,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2FDD7D1
GCA_003271225.1_ASM327122v1,Saccharomyces cerevisiae,MTJZ3,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FEDF657C
GCA_003270175.1_ASM327017v1,Saccharomyces cerevisiae,MTJZ4,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDADF5A9
GCA_001670265.1_ASM167026v1,Saccharomyces cerevisiae,MTKSKsf_E2,PRJNA247448,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDC092AD
GCA_003271185.1_ASM327118v1,Saccharomyces cerevisiae,MTZ13.12,PRJNA396809,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6144F2A
GCA_900178135.1_CD_SoucheMTF2377_V1,Saccharomyces cerevisiae,MUCL42908,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F632B01E
GCA_900178165.1_EH_SoucheMTF2432_V1,Saccharomyces cerevisiae,N15_4,PRJEB7675,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F218DE69
GCA_000508805.2_ScNAM34-4C_assembly01,Saccharomyces cerevisiae NAM34-4C,NAM34-4C,PRJDB1381,1352823,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6F6502C
GCA_030267545.1_ASM3026754v1,Saccharomyces cerevisiae,NBRC 110416,PRJDB14607,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB011B41
GCA_030267465.1_ASM3026746v1,Saccharomyces cerevisiae,NBRC 1346,PRJDB14607,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F8EBF928
GCA_030267645.1_ASM3026764v1,Saccharomyces cerevisiae,NBRC 2043,PRJDB14607,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCEF8DFD
GCA_030267525.1_ASM3026752v1,Saccharomyces cerevisiae,NBRC 2044,PRJDB14607,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3A5C26F
GCA_030267605.1_ASM3026760v1,Saccharomyces cerevisiae,NBRC 2375,PRJDB14607,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FEF2E0A9
GCA_015251885.1_ASM1525188v1,Saccharomyces cerevisiae,NC-02,PRJNA637093,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA9CE68F
GCA_051942865.1_ASM5194286v1,Saccharomyces cerevisiae,NCFS1,PRJNA1293340,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAB41656
GCA_001029075.1_ASM102907v1,Saccharomyces cerevisiae,NCIM3186,PRJNA284829,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F79C3C6D
GCA_051903455.1_ASM5190345v1,Saccharomyces cerevisiae,NCSUFT1,PRJNA1257830,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4600105
GCA_029581825.1_ASM2958182v1,Saccharomyces cerevisiae,NCYC 3040,PRJNA870168,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FEF7B666
GCA_947343885.1_NCYC1001,Saccharomyces cerevisiae,NCYC1001,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F575B893
GCA_947344665.1_NCYC1004,Saccharomyces cerevisiae,NCYC1004,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F669F8C4
GCA_947345185.1_NCYC1006,Saccharomyces cerevisiae,NCYC1006,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBF46369
GCA_947344115.1_NCYC1007,Saccharomyces cerevisiae,NCYC1007,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA92828B
GCA_947344655.1_NCYC1010,Saccharomyces cerevisiae,NCYC1010,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5FB44A7
GCA_947344915.1_NCYC1017,Saccharomyces cerevisiae,NCYC1017,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F0FBECC4
GCA_947343815.1_NCYC1023,Saccharomyces cerevisiae,NCYC1023,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F018343A
GCA_947343615.1_NCYC1026,Saccharomyces cerevisiae,NCYC1026,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDC1292B
GCA_947344905.1_NCYC1030,Saccharomyces cerevisiae,NCYC1030,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F440E81B
GCA_947344695.1_NCYC1033,Saccharomyces cerevisiae,NCYC1033,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F80DE7C8
GCA_947345135.1_NCYC1037,Saccharomyces cerevisiae,NCYC1037,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F68697CD
GCA_947344965.1_NCYC1044,Saccharomyces cerevisiae,NCYC1044,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5C376E3
GCA_947345175.1_NCYC1052,Saccharomyces cerevisiae,NCYC1052,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4E1B2B8
GCA_947345105.1_NCYC1055,Saccharomyces cerevisiae,NCYC1055,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC7634A7
GCA_947344635.1_NCYC1064,Saccharomyces cerevisiae,NCYC1064,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE92F429
GCA_947344045.1_NCYC1072,Saccharomyces cerevisiae,NCYC1072,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F28AD33C
GCA_947343495.1_NCYC1097,Saccharomyces cerevisiae,NCYC1097,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAF911D7
GCA_019394265.1_ASM1939426v1,Saccharomyces cerevisiae,NCYC110,PRJNA412468,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F06B28F2
GCA_947343965.1_NCYC1102,Saccharomyces cerevisiae,NCYC1102,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7C10D22
GCA_947343535.1_NCYC1111,Saccharomyces cerevisiae,NCYC1111,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FCBC6FA6
GCA_947344125.1_NCYC1118,Saccharomyces cerevisiae,NCYC1118,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F56A2576
GCA_947343445.1_NCYC1132,Saccharomyces cerevisiae,NCYC1132,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7EF9F88
GCA_947344195.1_NCYC1147,Saccharomyces cerevisiae,NCYC1147,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBD57340
GCA_947344415.1_NCYC1151,Saccharomyces cerevisiae,NCYC1151,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9E9498E
GCA_947343775.1_NCYC1159,Saccharomyces cerevisiae,NCYC1159,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F58DFEA5
GCA_947344535.1_NCYC1163,Saccharomyces cerevisiae,NCYC1163,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3740959
GCA_947343605.1_NCYC1167,Saccharomyces cerevisiae,NCYC1167,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE542ADE
GCA_947345035.1_NCYC1179,Saccharomyces cerevisiae,NCYC1179,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4AC759B
GCA_947345005.1_NCYC1183,Saccharomyces cerevisiae,NCYC1183,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5616B41
GCA_947344365.1_NCYC1190,Saccharomyces cerevisiae,NCYC1190,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F713086A
GCA_947344945.1_NCYC1199,Saccharomyces cerevisiae,NCYC1199,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD2B9F0C
GCA_947345145.1_NCYC1211,Saccharomyces cerevisiae,NCYC1211,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAF6338E
GCA_947344065.1_NCYC1218,Saccharomyces cerevisiae,NCYC1218,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3977333
GCA_947344235.1_NCYC1228,Saccharomyces cerevisiae,NCYC1228,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4D291A3
GCA_947344985.1_NCYC1240,Saccharomyces cerevisiae,NCYC1240,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F412552B
GCA_947344005.1_NCYC1243,Saccharomyces cerevisiae,NCYC1243,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F68F953B
GCA_947345205.1_NCYC1245,Saccharomyces cerevisiae,NCYC1245,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F938A926
GCA_947343675.1_NCYC1260,Saccharomyces cerevisiae,NCYC1260,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F92C3BA0
GCA_947345215.1_NCYC1264,Saccharomyces cerevisiae,NCYC1264,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB9F0B78
GCA_947344925.1_NCYC1270,Saccharomyces cerevisiae,NCYC1270,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDDEA0F9
GCA_947344105.1_NCYC1274,Saccharomyces cerevisiae,NCYC1274,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FEDDC92E
GCA_947344785.1_NCYC1280,Saccharomyces cerevisiae,NCYC1280,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FFBCCC1F
GCA_947345085.1_NCYC1283,Saccharomyces cerevisiae,NCYC1283,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FAD652A0
GCA_947344995.1_NCYC1286,Saccharomyces cerevisiae,NCYC1286,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1701E2E
GCA_947345025.1_NCYC1289,Saccharomyces cerevisiae,NCYC1289,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F92B8D84
GCA_947344775.1_NCYC1292,Saccharomyces cerevisiae,NCYC1292,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2C1E65F
GCA_947344135.1_NCYC1298,Saccharomyces cerevisiae,NCYC1298,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FBBB0E23
GCA_947344625.1_NCYC1308,Saccharomyces cerevisiae,NCYC1308,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7691FB6
GCA_947344015.1_NCYC1311,Saccharomyces cerevisiae,NCYC1311,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD959281
GCA_947344345.1_NCYC1315,Saccharomyces cerevisiae,NCYC1315,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD02FEB5
GCA_947344895.1_NCYC1321,Saccharomyces cerevisiae,NCYC1321,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9F1B43E
GCA_947344735.1_NCYC1337,Saccharomyces cerevisiae,NCYC1337,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F438AAC4
GCA_947344085.1_NCYC1406,Saccharomyces cerevisiae,NCYC1406,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC1C36D2
GCA_947344475.1_NCYC1407,Saccharomyces cerevisiae,NCYC1407,PRJEB57445,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FA8A765A
