ASMID,ORIG SPECIES,MODIFIED SPECIES,ORIG STRAIN,MODIFIED STRAIN
GCA_022345095.1_ASM2234509v1,Alternaria alternata,Alternaria alternata,Z5,Z5
GCA_022345075.1_ASM2234507v1,Alternaria alternata,Alternaria alternata,Z6,Z6
GCA_001572055.1_ASM157205v1,Alternaria alternata,Alternaria alternata,Z7,Z7
GCA_022345085.1_ASM2234508v1,Alternaria alternata,Alternaria alternata,Z8,Z8
GCA_020449105.1_ASM2044910v1,Alternaria alternata,Alternaria alternata,hznu325,hznu325
GCA_022814545.1_ASM2281454v1,Alternaria angustiovoidea,Alternaria angustiovoidea,FKII-L2-CM-DRAB1,FKII-L2-CM-DRAB1
GCA_022814425.1_ASM2281442v1,Alternaria angustiovoidea,Alternaria angustiovoidea,FKII-L8-BK-P2B,FKII-L8-BK-P2B
GCA_052110775.1_ASM5211077v1,Alternaria arborescens,Alternaria arborescens,66744,66744
GCA_020736785.1_ASM2073678v1,Alternaria arborescens,Alternaria arborescens,DET2008,DET2008
GCA_025426055.1_ASM2542605v1,Alternaria arborescens,Alternaria arborescens,DET2035,DET2035
GCF_004154835.1_ASM415483v1,Alternaria arborescens,Alternaria arborescens,FERA 675,FERA 675
GCA_040783855.1_ASM4078385v1,Alternaria arborescens,Alternaria arborescens,KAS5321,KAS5321
GCA_004634205.1_ASM463420v1,Alternaria arborescens,Alternaria arborescens,MOD1-FUNGI6,MOD1-FUNGI6
GCA_013282825.1_ASM1328282v1,Alternaria arborescens,Alternaria arborescens,NRRL 20593,NRRL 20593
GCA_004155955.1_ASM415595v1,Alternaria arborescens,Alternaria arborescens,RGR 97.0013,RGR 97.0013
GCA_004154815.1_ASM415481v1,Alternaria arborescens,Alternaria arborescens,RGR 97.0016,RGR 97.0016
GCA_000256225.1_A_arborescens_1.0,Alternaria arborescens,Alternaria arborescens,EGS 39-128,EGS 39-128
GCF_024043155.1_ASM2404315v1,Alternaria arbusti,Alternaria arbusti,BMP 1465,BMP 1465
GCA_040583865.1_DAOMC238834_v1,Alternaria arbusti,Alternaria arbusti,DAOMC238834,DAOMC238834
GCF_907166805.1_ALTATR162,Alternaria atra,Alternaria atra,CS162,CS162
GCA_004634305.1_ASM463430v1,Alternaria atra,Alternaria atra,MOD1-FUNGI7,MOD1-FUNGI7
GCA_977969805.1_T001_annot_assembly,Alternaria atra,Alternaria atra,T001,T001
GCA_977969765.1_T003_annot_assembly,Alternaria atra,Alternaria atra,T003,T003
GCA_036768455.1_ASM3676845v1,Alternaria brassicae,Alternaria brassicae,BTP,BTP
GCA_004936725.1_ASM493672v1,Alternaria brassicae,Alternaria brassicae,J3,J3
GCA_030704925.1_ASM3070492v1,Alternaria brassicae,Alternaria brassicae,LPND,LPND
GCA_030704915.1_ASM3070491v1,Alternaria brassicae,Alternaria brassicae,LPTD3,LPTD3
GCA_036768465.1_ASM3676846v1,Alternaria brassicae,Alternaria brassicae,PNT,PNT
GCA_977862185.1_Abra43_GG,Alternaria brassicicola,Alternaria brassicicola,,
GCA_027569035.1_ASM2756903v1,Alternaria brassicicola,Alternaria brassicicola,ATCC 96836,ATCC 96836
GCA_002796735.1_ASM279673v1,Alternaria brassicicola,Alternaria brassicicola,Abra43,Abra43
GCA_023079265.1_ASM2307926v1,Alternaria brassicicola,Alternaria brassicicola,Altbr1,Altbr1
GCA_027569655.1_ASM2756965v1,Alternaria brassicicola,Alternaria brassicicola,W 1,W 1
GCA_000174375.1_ASM17437v1,Alternaria brassicicola,Alternaria brassicicola,ATCC 96836,ATCC 96836
GCA_951284595.1_Ab_NCIM_1409_WGS_Assembly,Alternaria burnsii,Alternaria burnsii,,
GCF_013036055.1_ASM1303605v1,Alternaria burnsii,Alternaria burnsii,CBS107.38,CBS107.38
GCA_021613345.1_ASM2161334v1,Alternaria burnsii,Alternaria burnsii,HNLF-44,HNLF-44
GCA_020284155.1_ASM2028415v1,Alternaria cf. alternata,Alternaria cf. alternata,R-IC-06-P1,R-IC-06-P1
GCA_047302185.1_ASM4730218v1,Alternaria chlamydospora,Alternaria chlamydospora,SC11,SC11
GCF_024043145.1_ASM2404314v1,Alternaria conjuncta,Alternaria conjuncta,BMP 0040,BMP 0040
GCA_040584035.1_DAOMC195272_v1,Alternaria conjuncta,Alternaria conjuncta,DAOMC195272,DAOMC195272
GCA_001950455.1_JCM_1940_assembly_v001,Alternaria consortialis,Alternaria consortialis,JCM 1940,JCM 1940
GCF_042100115.1_ASM4210011v1,Alternaria dauci,Alternaria dauci,A2016,A2016
GCA_025504955.1_ASM2550495v1,Alternaria dauci,Alternaria dauci,CALB1,CALB1
GCA_037044395.1_ASM3704439v1,Alternaria destruens,Alternaria destruens,LH_A593,LH_A593
GCF_023757985.1_ASM2375798v1,Alternaria ethzedia,Alternaria ethzedia,BMP 0044,BMP 0044
GCA_040583925.1_DAOMC238797_v1,Alternaria ethzedia,Alternaria ethzedia,DAOMC238797,DAOMC238797
GCA_022345675.1_ASM2234567v1,Alternaria gaisen,Alternaria gaisen,D10,D10
GCA_022345655.1_ASM2234565v1,Alternaria gaisen,Alternaria gaisen,D11,D11
GCA_022345615.1_ASM2234561v1,Alternaria gaisen,Alternaria gaisen,D5,D5
GCA_022345635.1_ASM2234563v1,Alternaria gaisen,Alternaria gaisen,D7,D7
GCA_022345585.1_ASM2234558v1,Alternaria gaisen,Alternaria gaisen,D8,D8
GCA_022345575.1_ASM2234557v1,Alternaria gaisen,Alternaria gaisen,D9,D9
GCA_004156025.2_ASM415602v2,Alternaria gaisen,Alternaria gaisen,FERA 650,FERA 650
GCA_022345565.1_ASM2234556v1,Alternaria gaisen,Alternaria gaisen,H14,H14
GCA_022345525.1_ASM2234552v1,Alternaria gaisen,Alternaria gaisen,H16,H16
GCA_022345505.1_ASM2234550v1,Alternaria gaisen,Alternaria gaisen,H7,H7
GCA_022345485.1_ASM2234548v1,Alternaria gaisen,Alternaria gaisen,H8,H8
GCA_022345465.1_ASM2234546v1,Alternaria gaisen,Alternaria gaisen,H9,H9
GCA_022345455.1_ASM2234545v1,Alternaria gaisen,Alternaria gaisen,X10,X10
GCA_022345445.1_ASM2234544v1,Alternaria gaisen,Alternaria gaisen,X13,X13
GCA_022345405.1_ASM2234540v1,Alternaria gaisen,Alternaria gaisen,X14,X14
GCA_022345385.1_ASM2234538v1,Alternaria gaisen,Alternaria gaisen,X2,X2
GCA_022345375.1_ASM2234537v1,Alternaria gaisen,Alternaria gaisen,X3,X3
GCA_022345345.1_ASM2234534v1,Alternaria gaisen,Alternaria gaisen,X5,X5
GCA_009289805.1_ASM928980v1,Alternaria gansuensis,Alternaria gansuensis,LYZ1412,LYZ1412
GCF_023758085.1_ASM2375808v1,Alternaria hordeiaustralica,Alternaria hordeiaustralica,BMP 2776,BMP 2776
GCF_024043165.1_ASM2404316v1,Alternaria incomplexa,Alternaria incomplexa,BMP 0042,BMP 0042
GCF_024043175.1_ASM2404317v1,Alternaria infectoria,Alternaria infectoria,BMP 0036,BMP 0036
GCA_047834895.1_ASM4783489v1,Alternaria linariae,Alternaria linariae,25,25
GCA_019059555.1_ASM1905955v1,Alternaria longipes,Alternaria longipes,CBS 540.94,CBS 540.94
GCF_023757995.1_ASM2375799v1,Alternaria metachromatica,Alternaria metachromatica,BMP 0045,BMP 0045
GCA_040583895.1_DAOMC238798_v1,Alternaria metachromatica,Alternaria metachromatica,DAOMC238798,DAOMC238798
GCF_023758075.1_ASM2375807v1,Alternaria novae-zelandiae,Alternaria novae-zelandiae,BMP 2774,BMP 2774
GCA_040583965.1_DAOMC238619_v1,Alternaria oregonensis,Alternaria oregonensis,DAOMC238619,DAOMC238619
GCA_019702505.1_ASM1970250v1,Alternaria panax,Alternaria panax,BNCC115425,BNCC115425
GCA_029783965.1_RDWU_Aporii_p.ctg,Alternaria porri,Alternaria porri,Apn-Nashik,Apn-Nashik
GCA_049724655.1_ASM4972465v1,Alternaria postmessia,Alternaria postmessia,AEH-0273,AEH-0273
GCA_050711445.1_ASM5071144v1,Alternaria postmessia,Alternaria postmessia,AEH-2364B,AEH-2364B
GCA_050710685.1_ASM5071068v1,Alternaria postmessia,Alternaria postmessia,AEH-2365,AEH-2365
GCA_050710595.1_ASM5071059v1,Alternaria postmessia,Alternaria postmessia,AEH-2436,AEH-2436
GCA_050710805.1_ASM5071080v1,Alternaria postmessia,Alternaria postmessia,AEH-2438,AEH-2438
GCF_024291825.1_ASM2429182v1,Alternaria postmessia,Alternaria postmessia,BMP 2775,BMP 2775
GCA_050230835.1_ASM5023083v1,Alternaria radicina,Alternaria radicina,CBR2,CBR2
GCA_024043135.1_ASM2404313v1,Alternaria rosae,Alternaria rosae,BMP 2777,BMP 2777
GCF_020736505.1_Altro1,Alternaria rosae,Alternaria rosae,MPI-PUGE-AT-0040,MPI-PUGE-AT-0040
GCA_002837235.1_ASM283723v1,Alternaria solani,Alternaria solani,HWC-168-2012p,HWC-168-2012p
GCA_002952155.1_ASM295215v1,Alternaria solani,Alternaria solani,NL03003,NL03003
GCA_036363465.1_ASM3636346v1,Alternaria solani,Alternaria solani,TA-0410,TA-0410
GCA_024321975.1_ASM2432197v1,Alternaria sp. 'sect. Undifilum',Alternaria sp. sect. Undifilum,W740-01,W740-01
GCA_049307025.1_Alt_peru_1,Alternaria sp. ALMS-2024a,Alternaria sp. ALMS-2024a,ALMS-2024a,ALMS-2024a
GCA_023758125.1_ASM2375812v1,Alternaria sp. Ai002NY15,Alternaria sp. Ai002NY15,Ai002NY15,Ai002NY15
GCA_023758005.1_ASM2375800v1,Alternaria sp. BMP 0032,Alternaria sp. BMP 0032,BMP 0032,BMP 0032
GCA_023758145.1_ASM2375814v1,Alternaria sp. BMP 2799,Alternaria sp. BMP 2799,BMP 2799,BMP 2799
GCA_040584015.1_DAOMC225332_v1,Alternaria sp. DAOMC 225332,Alternaria sp. DAOMC 225332,DAOMC225332,DAOMC225332
GCA_040583805.1_DET2042_v1,Alternaria sp. DET2042,Alternaria sp. DET2042,DET2042,DET2042
GCA_040583825.1_DET2072_v1,Alternaria sp. DET2072,Alternaria sp. DET2072,DET2072,DET2072
GCA_040583765.1_DET2103_v1,Alternaria sp. DET2103,Alternaria sp. DET2103,DET2103,DET2103
GCA_040583745.1_DET2104_v1,Alternaria sp. DET2104,Alternaria sp. DET2104,DET2104,DET2104
GCA_040583725.1_DET2105_v1,Alternaria sp. DET2105,Alternaria sp. DET2105,DET2105,DET2105
GCA_040583705.1_DET2106_v1,Alternaria sp. DET2106,Alternaria sp. DET2106,DET2106,DET2106
GCA_040583685.1_DET2107_v1,Alternaria sp. DET2107,Alternaria sp. DET2107,DET2107,DET2107
GCA_040583665.1_KAS5446_v1,Alternaria sp. KAS5446,Alternaria sp. KAS5446,KAS5446,KAS5446
GCA_040583645.1_KAS5449_v1,Alternaria sp. KAS5449,Alternaria sp. KAS5449,KAS5449,KAS5449
GCA_040583605.1_KAS5470_v1,Alternaria sp. KAS5470,Alternaria sp. KAS5470,KAS5470,KAS5470
GCA_040583625.1_KAS5474_v1,Alternaria sp. KAS5474,Alternaria sp. KAS5474,KAS5474,KAS5474
GCA_040583575.1_KAS5477_v1,Alternaria sp. KAS5477,Alternaria sp. KAS5477,KAS5477,KAS5477
GCA_040583525.1_KAS5486_v1,Alternaria sp. KAS5486,Alternaria sp. KAS5486,KAS5486,KAS5486
GCA_040583505.1_KAS5506_v1,Alternaria sp. KAS5506,Alternaria sp. KAS5506,KAS5506,KAS5506
GCA_023621305.1_ASM2362130v1,Alternaria sp. M3903,Alternaria sp. M3903,M3903,M3903
GCA_023621335.1_ASM2362133v1,Alternaria sp. M3908,Alternaria sp. M3908,M3908,M3908
GCA_003574525.1_ASM357452v1,Alternaria sp. MG1,Alternaria sp. MG1,MG1,MG1
GCA_966192485.1_RS040_annot_assembly,Alternaria sp. RS040,Alternaria sp. RS040,RS040,RS040
GCA_023621325.1_ASM2362132v1,Alternaria sp. S3601,Alternaria sp. S3601,S3601,S3601
GCA_024606205.1_ASM2460620v1,Alternaria sp. SPS-2,Alternaria sp. SPS-2,SPS-2,SPS-2
GCA_017589455.1_ASM1758945v1,Alternaria tenuissima,Alternaria tenuissima,ANJ,ANJ
GCA_004154745.1_ASM415474v1,Alternaria tenuissima,Alternaria tenuissima,FERA 1082,FERA 1082
GCA_004156015.1_ASM415601v1,Alternaria tenuissima,Alternaria tenuissima,FERA 1164,FERA 1164
GCA_004156035.1_ASM415603v1,Alternaria tenuissima,Alternaria tenuissima,FERA 1166,FERA 1166
GCA_004154735.1_ASM415473v1,Alternaria tenuissima,Alternaria tenuissima,FERA 24350,FERA 24350
GCA_004168565.1_ASM416856v1,Alternaria tenuissima,Alternaria tenuissima,FERA 635,FERA 635
GCA_004154765.1_ASM415476v1,Alternaria tenuissima,Alternaria tenuissima,FERA 648,FERA 648
GCA_004154845.1_ASM415484v1,Alternaria tenuissima,Alternaria tenuissima,FERA 743,FERA 743
GCA_041430775.1_ASM4143077v1,Alternaria tenuissima,Alternaria tenuissima,JgmB 36-2,JgmB 36-2
GCF_023758025.1_ASM2375802v1,Alternaria triticimaculans,Alternaria triticimaculans,BMP 0046,BMP 0046
GCA_040583915.1_DAOMC238806_v1,Alternaria triticimaculans,Alternaria triticimaculans,DAOMC238806,DAOMC238806
GCA_022609215.1_ASM2260921v1,Alternaria triticina,Alternaria triticina,CBS 763.84,CBS 763.84
GCA_040583995.1_DAOMC238612_v1,Alternaria triticina,Alternaria triticina,DAOMC238612,DAOMC238612
GCF_023758065.1_ASM2375806v1,Alternaria ventricosa,Alternaria ventricosa,BMP 2768,BMP 2768
GCF_023758015.1_ASM2375801v1,Alternaria viburni,Alternaria viburni,BMP 2772,BMP 2772
GCA_030386735.1_Fv_Alternosema1,Alternosema astaquatica,Alternosema astaquatica,1,1
GCA_026054675.1_ASM2605467v1,Alyxoria varia,Alyxoria varia,Spribille s.n. 20.09.2020-TS-e1968,Spribille s.n. 20.09.2020-TS-e1968
GCA_001983365.1_ASM198336v1,Amanita bisporigera,Amanita bisporigera,Ingham01,Ingham01
GCA_001691785.3_ASM169178v3,Amanita brunnescens,Amanita brunnescens,Koide BX004,Koide BX004
GCA_023014455.1_ASM2301445v1,Amanita exitialis,Amanita exitialis,LH00005,LH00005
GCA_023014435.1_ASM2301443v1,Amanita fuliginea,Amanita fuliginea,LH00002,LH00002
GCA_001691775.3_ASM169177v3,Amanita inopinata,Amanita inopinata,Kibby_2008,Kibby_2008
GCA_000497225.1_AmaJack1.0,Amanita jacksonii,Amanita jacksonii,,TRTC168611
GCA_023014405.1_ASM2301440v1,Amanita molliuscula,Amanita molliuscula,LH00009,LH00009
GCA_054369615.1_ASM5436961v1,Amanita muscaria,Amanita muscaria,2016PMI152,2016PMI152
GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0,Amanita muscaria,Amanita muscaria,Koide BX008,Koide BX008
GCA_001691765.1_ASM169176v1,Amanita muscaria,Amanita muscaria,Koide BX008,Koide BX008
GCA_023014475.1_ASM2301447v1,Amanita pallidorosea,Amanita pallidorosea,LH00007,LH00007
GCA_032173475.1_ASM3217347v1,Amanita phalloides,Amanita phalloides,,
GCA_001983385.1_ASM198338v1,Amanita phalloides,Amanita phalloides,Alameda01,Alameda01
GCA_001691755.2_ASM169175v2,Amanita polypyramis,Amanita polypyramis,BW_CC,BW_CC
GCA_003316615.1_ASM331661v1,Amanita pseudoporphyria,Amanita pseudoporphyria,MG37,MG37
GCA_023014395.1_ASM2301439v1,Amanita rimosa,Amanita rimosa,LH00003,LH00003
GCA_965266955.1_gfAmaRube1.hap1.1,Amanita rubescens,Amanita rubescens,,
GCA_015039365.1_Amarub1,Amanita rubescens,Amanita rubescens,Prilba,Prilba
GCA_020011035.1_ASM2001103v1,Amanita subjunquillea,Amanita subjunquillea,LH00001,LH00001
GCA_002554575.1_Amanita_thiersii_v1.0,Amanita thiersii,Amanita thiersii,SKay4041,SKay4041
GCA_001430945.1_ASM143094v1,Amauroascus niger,Amauroascus niger,UAMH 3544,UAMH 3544
GCA_001430935.1_ASM143093v1,Amauroascus verrucosus,Amauroascus verrucosus,UAMH 3576,UAMH 3576
GCA_910591945.1_Ambispora_gerdemannii_MT106,Ambispora gerdemannii,Ambispora gerdemannii,MT106,MT106
GCA_910591765.1_Ambispora_leptoticha_FL130A,Ambispora leptoticha,Ambispora leptoticha,FL130A,FL130A
GCA_030294605.1_ASM3029460v1,Ambrosiella beaveri,Ambrosiella beaveri,CBS 121753,CBS 121753
GCA_017139545.1_ASM1713954v1,Ambrosiella cleistominuta,Ambrosiella cleistominuta,CBS 141682,CBS 141682
GCA_050613645.1_ASM5061364v1,Ambrosiella roeperi,Ambrosiella roeperi,2021000006,2021000006
GCA_002778035.1_ASM277803v1,Ambrosiella xylebori,Ambrosiella xylebori,CBS 110.61,CBS 110.61
GCA_003705185.2_ASM370518v2,Ambrosiozyma ambrosiae,Ambrosiozyma ambrosiae,NRRL Y-7524,NRRL Y-7524
GCA_030567475.1_ASM3056747v1,Ambrosiozyma angophorae,Ambrosiozyma angophorae,NRRL Y-7118,NRRL Y-7118
GCA_030579935.1_ASM3057993v1,Ambrosiozyma cicatricosa,Ambrosiozyma cicatricosa,NRRL Y-17594T,NRRL Y-17594T
GCA_030572235.1_ASM3057223v1,Ambrosiozyma kamigamensis,Ambrosiozyma kamigamensis,NRRL Y-63629,NRRL Y-63629
GCA_001599075.1_JCM_15019_assembly_v001,Ambrosiozyma kashinagicola,Ambrosiozyma kashinagicola,JCM 15019,JCM 15019
GCA_030561455.1_ASM3056145v1,Ambrosiozyma kashinagicola,Ambrosiozyma kashinagicola,NRRL Y-63631,NRRL Y-63631
GCA_030568425.1_ASM3056842v1,Ambrosiozyma llanquihuensis,Ambrosiozyma llanquihuensis,NRRL Y-17657,NRRL Y-17657
GCA_003706635.2_ASM370663v2,Ambrosiozyma maleeae,Ambrosiozyma maleeae,NRRL Y-63635,NRRL Y-63635
GCA_001599995.1_JCM_7599_assembly_v001,Ambrosiozyma monospora,Ambrosiozyma monospora,JCM 7599,JCM 7599
GCA_030267745.1_ASM3026774v1,Ambrosiozyma monospora,Ambrosiozyma monospora,NBRC 10751,NBRC 10751
GCA_030267765.1_ASM3026776v1,Ambrosiozyma monospora,Ambrosiozyma monospora,NBRC 1965,NBRC 1965
GCA_030579955.1_ASM3057995v1,Ambrosiozyma monospora,Ambrosiozyma monospora,NRRL Y-1484,NRRL Y-1484
GCA_030567495.1_ASM3056749v1,Ambrosiozyma neoplatypodis,Ambrosiozyma neoplatypodis,NRRL Y-63630,NRRL Y-63630
GCA_003706315.3_ASM370631v3,Ambrosiozyma oregonensis,Ambrosiozyma oregonensis,NRRL Y-6106,NRRL Y-6106
GCA_003707675.3_ASM370767v3,Ambrosiozyma philentoma,Ambrosiozyma philentoma,NRRL Y-7523,NRRL Y-7523
GCA_030557395.1_ASM3055739v1,Ambrosiozyma platypodis,Ambrosiozyma platypodis,NRRL Y-6732,NRRL Y-6732
GCA_003707895.3_ASM370789v3,Ambrosiozyma pseudovanderkliftii,Ambrosiozyma pseudovanderkliftii,NRRL Y-63632,NRRL Y-63632
GCA_003705225.2_ASM370522v2,Ambrosiozyma vanderkliftii,Ambrosiozyma vanderkliftii,NRRL Y-63633,NRRL Y-63633
GCA_004802645.1_ASM480264v1,Amesia nigricolor,Amesia nigricolor,F5,F5
GCA_010015725.1_Amnli1,Amniculicola lignicola,Amniculicola lignicola,CBS 123094,CBS 123094
GCA_018985225.1_ASM1898522v1,Amoeboradix gromovi,Amoeboradix gromovi,X-113,X-113
GCA_018167515.1_ASM1816751v1,Amorphotheca resinae,Amorphotheca resinae,KUC3009,KUC3009
GCA_001270345.1_ASM127034v1,Amorphotheca resinae,Amorphotheca resinae,ZN1,ZN1
GCF_003019875.1_Amore1,Amorphotheca resinae,Amorphotheca resinae,ATCC 22711,ATCC 22711
GCA_018398575.1_ASM1839857v1,Ampelomyces quisqualis,Ampelomyces quisqualis,BRIP 72107,BRIP 72107
GCA_010094095.1_Ampqui1,Ampelomyces quisqualis,Ampelomyces quisqualis,HMLAC05119,HMLAC05119
GCA_052029495.1_ASM5202949v1,Ampelomyces sp. BRIP 72102,Ampelomyces sp. BRIP 72102,BRIP 72102,BRIP 72102
GCA_051944865.1_ASM5194486v1,Ampelomyces sp. BRIP_72097,Ampelomyces sp. BRIP_72097,BRIP:72097,BRIP 72097
GCA_001875675.1_ASM187567v1,Amphiamblys sp. WSBS2006,Amphiamblys sp. WSBS2006,WSBS2006,WSBS2006
GCA_050947745.1_ASM5094774v1,Amphichorda felina,Amphichorda felina,45539,45539
GCA_051527895.1_YNP11,Amphichorda felina,Amphichorda felina,DSM 4678,DSM 4678
GCA_051527935.1_YNP10,Amphichorda felina,Amphichorda felina,MB116173,MB116173
GCA_016490725.1_ASM1649072v1,Amphichorda felina,Amphichorda felina,SYSU-MS7908,SYSU-MS7908
GCA_004123355.1_ASM412335v1,Amphirosellinia nigrospora,Amphirosellinia nigrospora,JS-1675,JS-1675
GCA_982296945.1_gfAmpClav1.hap2.1,Ampulloclitocybe clavipes,Ampulloclitocybe clavipes,,
GCA_019669835.1_Amyenc1,Amylocarpus encephaloides,Amylocarpus encephaloides,TRa018bII,TRa018bII
GCA_022376435.1_Amylap1_1,Amylocystis lapponica,Amylocystis lapponica,SKaAmylap13,SKaAmylap13
GCA_036971615.1_ASM3697161v1,Amyloporia xantha,Amyloporia xantha,YAFMF0618,YAFMF0618
GCA_012932865.1_ASM1293286v1,Amylostereum areolatum,Amylostereum areolatum,HG-01,HG-01
GCA_022385825.1_Amycha1,Amylostereum chailletii,Amylostereum chailletii,DWAch2,DWAch2
GCA_002104895.1_Anaeromyces_sp._S4_v1.0,Anaeromyces robustus,Anaeromyces robustus,S4,S4
GCA_045281415.1_ASM4528141v1,Anguillospora crassa,Anguillospora crassa,DSM 105023,DSM 105023
GCA_038502455.1_ASM3850245v1,Anisogramma anomala,Anisogramma anomala,OR1,OR1
GCA_000313815.1_ASM31381v1,Anncaliia algerae,Anncaliia algerae,Undeen,Undeen
GCA_000385855.2_Annc_alge_PRA109_V4,Anncaliia algerae,Anncaliia algerae,PRA109,PRA109
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2,Anncaliia algerae,Anncaliia algerae,PRA339,PRA339
GCA_963924275.1_CBS149473_assembly,Annulohypoxylon annulatum,Annulohypoxylon annulatum,CBS 149473,CBS 149473
GCA_022836615.1_Annbov1,Annulohypoxylon bovei,Annulohypoxylon bovei,CBS 124037,CBS 124037
GCF_022496945.1_Annmae1,Annulohypoxylon maeteangense,Annulohypoxylon maeteangense,CBS 123835,CBS 123835
GCA_022695765.1_Annmor1,Annulohypoxylon moriforme,Annulohypoxylon moriforme,CBS 123579,CBS 123579
GCA_022496965.1_Annnit1,Annulohypoxylon nitens,Annulohypoxylon nitens,CBS 120705,CBS 120705
GCA_040104375.1_ASM4010437v1,Annulohypoxylon sp. FPYF3050,Annulohypoxylon sp. FPYF3050,FPYF3050,FPYF3050
GCA_040938065.1_ASM4093806v1,Annulohypoxylon sp. FPYF3050.1,Annulohypoxylon sp. FPYF3050.1,FPYF3050.1,FPYF3050.1
GCA_022695755.1_Annsty1,Annulohypoxylon stygium,Annulohypoxylon stygium,FL0470,FL0470
GCA_036872565.1_ASM3687256v1,Annulohypoxylon stygium,Annulohypoxylon stygium,Jinjiling,Jinjiling
GCA_003049155.1_ASM304915v1,Annulohypoxylon stygium,Annulohypoxylon stygium,MG137,MG137
GCA_040126005.1_TJAS01,Annulohypoxylon stygium,Annulohypoxylon stygium,TJAS01,TJAS01
GCA_053804095.1_ASM5380409v1,Annulohypoxylon stygium,Annulohypoxylon stygium,fugus,fugus
GCF_022578515.1_Anntru1,Annulohypoxylon truncatum,Annulohypoxylon truncatum,CBS 140777,CBS 140777
GCA_902805465.1_AT,Annulohypoxylon truncatum,Annulohypoxylon truncatum,CBS 140778,CBS 140778
GCA_010623925.1_ASM1062392v1,Antarctomyces pellizariae,Antarctomyces pellizariae,UFMG-CB-12416,UFMG-CB-12416
GCA_963556695.1_KHLLAP,Anthostomella pinea,Anthostomella pinea,,
GCA_046718355.1_ASM4671835v1,Anthracina ramosa,Anthracina ramosa,CGMCC 3.16372,CGMCC 3.16372
GCA_014826065.1_ASM1482606v1,Anthracocystis panici-leucophaei,Anthracocystis panici-leucophaei,SPL10,SPL10
GCA_928724745.1_BRIP_26904_a,Anthracocystis setariae,Anthracocystis setariae,BRIP 26904 a,BRIP 26904 a
GCA_928858565.1_RK031,Anthracocystis walkeri,Anthracocystis walkeri,RK 031,RK 031
GCA_007674295.1_ASM767429v1,Antonospora locustae,Antonospora locustae,CLX,CLX
GCA_004802725.1_ASM480272v1,Antrodiella citrinella,Antrodiella citrinella,DSM 108506,DSM 108506
GCA_964254895.1_public_SRR14722132_metabat2_bin.8,Anzia colpodes,Anzia colpodes,,
GCA_015345905.1_ASM1534590v1,Aotearoamyces nothofagi,Aotearoamyces nothofagi,ICMP 21868,ICMP 21868
GCA_014839905.1_ASM1483990v1,Aphanoascus verrucosus,Aphanoascus verrucosus,IHEM 4434,IHEM 4434
GCA_029218145.1_ASM2921814v1,Aphanocladium album,Aphanocladium album,MX95,MX95
GCA_030549205.1_Apibac1,Apiosordaria backusii,Apiosordaria backusii,CBS 540.89,CBS 540.89
GCA_039105305.1_ASM3910530v1,Apiospora arundinis,Apiospora arundinis,AAU 773,AAU 773
GCA_037075025.1_ASM3707502v1,Apiospora arundinis,Apiospora arundinis,CBS 124788,CBS 124788
GCA_038362815.1_ASM3836281v1,Apiospora arundinis,Apiospora arundinis,CBS 45092,CBS 45092
GCA_038362765.1_ASM3836276v1,Apiospora arundinis,Apiospora arundinis,IBT 11852,IBT 11852
GCA_037074995.1_ASM3707499v1,Apiospora arundinis,Apiospora arundinis,IDT 41787,IDT 41787
GCF_038362705.1_ASM3836270v1,Apiospora aurea,Apiospora aurea,CBS 24483,CBS 24483
GCA_040333125.2_ASM4033312v2,Apiospora guizhouensis,Apiospora guizhouensis,F035,F035
